node,neighbors
1368366564,"1778350879,1368366566"
1368366566,"378175582,1368366577"
1368366577,"26035011,26035018"
1368674799,"26317257,25611428"
1368674811,2672660419
1370403183,12587706741
1374638719,"11959723522,8206700"
1375459139,"26132381,26132218"
1375459149,"4768526929,1375459139"
1375748677,"4195532425,25719224"
1381860425,"25327146,2450596804"
1381860426,25310902
1381860427,"1381860426,25310901"
1381860428,"25327147,1381860425"
1381860429,"1381860428,25327152"
1381860430,"25310888,1381860429"
1381860431,"25310881,1381860430"
1382687432,"293177597,9213756,33149204"
1382707461,"27362922,1382707464"
1382707464,1382707461
1382784520,"8148996574,21718297"
1383027249,251171098
1383027258,"26286690,26286760"
1384310580,"25618436,24644347"
1385683132,8684321
1389703943,"6290713373,2213746896,3819413983,1511114282"
1392460122,206196131
1393360830,1393360910
1393360910,"25312477,1393360830"
1400710127,"26035040,25310910"
1400900990,187824746
1420701981,"1420701982,4915696754,1420701986"
1420701982,"1420701989,1420701981"
1420701986,1420701982
1420701989,"1420701982,4915696753"
1438257885,"25722293,21674805"
1445329952,"567871891,26120302,4985231612"
1462053950,"1462053984,1462053989,1462053982"
1462053975,"11966306052,10313185231"
1462053982,"13204220048,1462053950,1462054021,1462054001"
1462053984,1462053950
1462053989,"1462054018,1462054021,1462053950"
1462054001,1462053982
1462054011,"1462054018,11966306052,2812930903"
1462054018,"1462053989,1462054011,1462053975"
1462054021,"1462053989,1462053982,3048171911"
1463826439,"1463826444,1351109211"
1463826444,"26079704,26079754"
1463837288,6135349230
1463837300,83657546
1465125837,"2108824887,25258530"
1468502076,"26583884,273216489,959373323"
1468530294,"21674906,249717503"
1468553178,"195222,249717499"
1468553185,7470130
1468747927,"3305876674,195256"
1468760675,"25622570,25622571"
1468823679,62026530
1471824481,1471827637
1471827637,"1471827643,26480365"
1471827643,26740278
1472874878,35291702
1475230723,"18697411,25153102"
1475230727,"25153102,25153103,18697411"
1475230728,25153076
1485142477,35220554
1489507797,"25306163,25306162"
1501001039,349326455
1502674588,1148982729
1510257225,959373476
1511085512,83774500
1511104884,"1511104898,8461186035"
1511104887,1511104919
1511104898,1511104920
1511104919,"1511104921,1589147517"
1511104920,"1511104887,192305109"
1511104921,1511104884
1511114282,"3922348896,3922348891,1389703943"
1511114293,"1511114321,192305074,2213747138"
1511114321,"2213746896,1511114293"
1513320536,"12616427837,1513320537,254777155"
1513320537,"35213506,779459233,1513320536"
1513320539,"779459233,11014869463,322191108"
1513320567,"36855714,322191190,35215566"
1513320571,"36855706,322191204,253852358"
1519682880,7300862
1519682890,"25451454,1519682880"
1528154145,
1539951654,33126085
1544580676,32533203
1547919207,"11898137499,2134907238,8089058"
1547919223,"1547919290,1577026317"
1547919226,"1577026317,8089058,1547919284"
1547919284,1547919226
1547919290,"8089059,8209633,1547919223"
1554830930,"1051082321,1798715904"
1554840498,"1554840502,8209560"
1554840502,"2110917290,6119410093"
1555825777,"4549577916,4549577920,1555825792"
1555825790,"26314979,22156849,4549577916"
1555825792,1555825777
1562156928,"9514990301,462923907,6248153590"
1566655370,"394573341,1566655370"
1576919133,"2916105775,1577020326"
1577020307,"1577020313,1577020309"
1577020308,"1577020307,11908115400"
1577020309,"1577020313,36163534"
1577020313,1577020326
1577020326,1576919133
1577026317,"1547919226,1547919223,8089059"
1586672626,9213739
1589098581,"2612121508,206227473,1589098634"
1589098625,"206228632,206228636"
1589098634,"1589098634,1589098581"
1589126697,1589126699
1589126699,"1589126697,3922348896,206227376"
1589147517,"206227345,1511104921"
1603856892,"640541652,25336254"
1605115630,"1605115657,33149204,33149209"
1605115657,"1605115630,1605115657"
1606993788,"1606993790,25327136"
1606993790,"25327135,1606993792"
1606993792,"1606993794,25319194"
1606993794,1042749196
1606993796,"695208116,1606993797"
1606993797,"1606993799,25316399"
1606993799,"21674801,1606993801"
1606993801,25316435
1613055786,2320137734
1613055789,"193556738,193556734,2320137734"
1643908326,8887828403
1655658195,25495340
1655683917,"60755977,4092061493"
1678246930,"26294955,25468020,26295043,378212455"
1682324863,"25310907,25932614"
1682387539,251050862
1682387599,"459797860,251047558"
1682387615,565375197
1682387619,26317246
1682387628,26317392
1694707162,"25316176,25310832"
1703401805,"25451370,25334442"
1715948232,"1715948236,1715950511,3356893209"
1715948234,"83657546,1715950511,32650350"
1715948236,1715948232
1715950508,"1715950511,32650350"
1715950511,"1715948232,1715950508,1715948234"
1734636083,252467947
1735877076,240467585
1764264890,27503202
1775489087,2117622744
1777530528,"27503200,25470290"
1778350879,25310913
1787648748,"34820016,25719224"
1788996611,"12645083995,206189059"
1790241887,"1790241891,8913468465"
1790241891,33225463
1798715904,"25470290,2180784974"
1819177531,792818869
1819177538,"3803779443,193594739"
1819177540,1819177538
1819177541,"84463207,7775804351"
1835868026,25611375
1837331253,"8218182127,415638612"
1837379429,"2439485670,26597601,26597608"
1845251154,"26480360,959373366"
1856728232,1291379525
1856728236,"1856728232,1036842184"
1866814354,1866814355
1866814355,"1866818924,1866814354"
1866818921,"1866818922,1866818924,11918158672"
1866818922,1866818921
1866818924,"7394824,1866818921"
1866826428,7394824
1866856610,7394819
1908961868,"83761778,83761905"
1933378821,26583882
1954994779,1954994781
1954994781,1954994821
1954994784,"25310874,1954994809"
1954994787,"2319500306,1954994784"
1954994809,"1954994779,25310891"
1954994821,1954994787
1956845887,270323524
1956845894,192305061
1957527533,"1957527551,8087899720"
1957527534,"1957527541,25624152,8087899720,1957527546"
1957527541,8168902698
1957527546,21703552
1957527548,"25624152,1957527534"
1957527551,"8168902712,8087821651"
1957527553,"1957527541,1957527534"
1967907778,"25722214,270492131,270492135"
1969423902,"21600353,21600354,10120780902"
1975440385,"1975440389,26584161"
1975440389,"1975440395,26584160"
1975440395,"35218653,9362515477,35218661"
1975462251,494425777
1987812136,15925446
1988830557,"528993508,528993516,25319181"
1990063644,568297644
1992934964,"251171031,251171098,8148458813"
1993735489,26064143
2011563454,192085541
2018719148,"1039285693,103755060"
2026239409,"25336189,1603856892,26125366"
2066046273,"9862068885,6541872243"
2069548756,"2069548810,8832666419"
2069548810,25468075
2072612784,"26035106,25310895,254581659,11690126531"
2073912370,"6389351316,11014869463"
2073912372,"2073912370,191988365"
2073912461,"191918598,1048056117"
2073932342,"192085559,2073932346"
2073932346,"130185639,192085559"
2074708220,"12844409458,3728703099"
2084363829,"25312477,36163534,1393360910"
2087284322,277045917
2097815265,"26576962,6162384602,26057055"
2104502856,26079754
2106958155,25722248
2107062403,"26729000,13124693237"
2107157586,"2107171323,2107157624"
2107157618,"2107157586,13287784069"
2107157624,"13287784069,2107157586"
2107171323,2107157586
2108824887,"25306164,3066729207"
2110917290,7394832
2117622731,25175819
2117622742,26576962
2117622744,"26057055,26033324"
2134907238,"7394477,1547919207,2134907245"
2134907245,2134907238
2139361023,"2139361034,25495294,195244"
2139361034,25152142
2149820809,26009778
2155550593,"13293499349,13293499343"
2158548094,"13371854291,2106958155,25722244"
2158548111,"25722244,2457757385,2158548094"
2158614641,"26058651,1468530294"
2168303103,254581990
2179108564,"2813006540,5556994221"
2180784974,"1798715904,10889101582"
2209140020,"8699382644,270322649,2923949215"
2213746896,"1511114321,1389703943"
2213747138,"206227376,206227373,1511114293"
2217020722,"26058163,25337465"
2230337405,"324458571,2488267317"
2234398946,"1468823679,62026553"
2244836226,25722266
2260904703,"1049498000,26336854"
2283399575,"26480152,175379380"
2290246566,"26577743,254581659"
2294100851,"26576932,15925442"
2302760542,"191988315,322191108,11014869454"
2306955061,"1044597132,324458557"
2317533018,"2317533029,83650885,13123162011"
2317533029,2317533018
2319500305,"1954994821,2319500306"
2319500306,1400710127
2320137734,"1613055786,1613055789,193556738,2320137738"
2320137738,"193556734,2320137734,828689708,2441966631"
2320137743,2441966631
2320613216,"1156367438,8164417178,7205400947"
2355995217,"191988325,191988387"
2356827774,
2365376404,"25303836,2365376413"
2365376413,"434308458,7550893549"
2365376415,"25303836,2365376404"
2372905137,"324451947,26597597"
2372905206,"2372905137,26597593,26597597"
2383442929,"8865464537,2383442939"
2383442931,"2383442939,2383442941"
2383442939,"2383442931,2383442929"
2383442941,"2383442931,195261"
2384797254,21597591
2388251442,"4799805073,8148795588,4986903881"
2404539296,83772709
2407541523,"354721865,84139841"
2429781612,"21674914,2429781615"
2429781615,"29083975,21674914"
2439485670,"29980138,1837379429,29980173,13340852591"
2439485671,"129940282,118272929,13340852591"
2441147803,31922935
2441147824,31922915
2441147825,"2441147824,324451922"
2441966631,"2320137738,2320137743,7417014158,4945814673"
2450596804,"25327140,25310904"
2450713202,"25310897,2450713228"
2450713228,25310890
2451394927,"967133152,1036842225"
2457757385,"26597593,2158548111"
2462509543,2462509544
2462509544,"33149209,8433684,2462509543"
2465004181,59654830
2465004193,2465004202
2465004194,2465004202
2465004202,"2465004194,2465004193,2465004217"
2465004217,"59654829,59654830,2465004202"
2480201967,"25303803,8168819577"
2483668732,34389257
2485984756,"2605393566,9214708,3160860324"
2485984761,"2605393566,25495295"
2488267317,26597601
2490241911,"21717953,21717954"
2501428230,"54150955,35393046"
2502213116,"253871330,35213502"
2503521410,"2652153371,257513240"
2512682702,1250985265
2512682731,8138143068
2571377366,"62026530,7968562266"
2576693393,
2587460577,"26086129,26079654,2587460578"
2587460578,26079653
2587605830,"1026030476,59654817,93856091"
2600858761,5823705988
2600858778,"195249,2600858761"
2600872714,"2600872721,8764287923"
2600872721,25495298
2602170153,"191988285,6322684553,2602170211"
2602170211,2602170153
2605393520,2485984761
2605393566,2605393520
2606505884,2011563454
2606641709,"2606641710,4844794552,25316193"
2606641710,"2606641709,25722297,2606641713"
2606641713,"25316194,746310128"
2606839819,"33225464,2606839821"
2606839821,"8913425919,2606839823"
2606839823,"26132617,2606839819"
2607943958,"192305063,2607943963,206228641"
2607943963,2607943958
2612121498,206228644
2612121504,206228644
2612121508,"11584541404,1589098581,206228644"
2612121513,11584541404
2621313509,192305070
2621348580,270323663
2628204930,"2628204935,2628204947"
2628204935,25173843
2628204947,"26086306,2628204935"
2630568657,"206189466,3156680768,2630568658"
2630568658,"206189460,206189457"
2652153371,"2503521410,12841673849,257513244"
2655684442,"257513236,33126077"
2655684448,"33126078,2772382420"
2655684456,"33126077,2655684458"
2655684458,12046689760
2659801362,34400264
2663770362,"25258527,7262708541"
2672660419,26057106
2772382420,"2655684456,33126078"
2786991022,"2786991023,21992644"
2786991023,4428355483
2789756669,"35441038,12439930983,26728992"
2810964557,"1511104898,192305754"
2812930903,1462054011
2813006540,"2179108564,4110265203,3046465012"
2813006545,"4110265203,4110265190,32650982"
2813020264,6071660584
2813020269,257513701
2813105657,83761949
2813109011,"83772662,83762515,2813109017"
2813109017,2813109011
2813114175,2813114176
2813114176,"394625990,2813114175,206192615"
2813818187,"6290713372,6290713370,206196133"
2813825709,206227345
2813847803,"206228633,206228632,2813847805"
2813847805,2813847803
2813884261,4846538599
2813884263,"2813884267,206228615,4846538599"
2813884264,206228615
2813884265,2813884267
2813884267,"2813884265,206228618,2813884263"
2813884270,"206228618,206228620,2813884285"
2813884285,2813884270
2813935188,25498571
2814044874,"2814044876,25327117"
2814044876,"2814044874,25310822"
2814082596,25310856
2830801687,"35417512,173030870"
2830818457,"26120760,35417514"
2837925614,"27503208,27503212,829114764"
2841904730,"25173820,3393859927"
2841904733,"3393859927,6091703278"
2853496797,7544719212
2864952654,"26317341,26317392,2864952656"
2864952656,2864952654
2865000883,2865000885
2865000885,"26149164,2865000883"
2865054509,"7644575045,25303836,2865054511"
2865054511,2865054509
2865089011,26570167
2865915271,"7460755570,252502667,373205533"
2872676723,"13325884864,25722228"
2872708310,13180260084
2916105775,25312373
2920302042,"21704335,21703594"
2922474452,"130143409,130143384,253414917"
2923948782,3156680769
2923949204,"2923949207,206189328"
2923949207,"2923949208,2923949204"
2923949208,"2923949215,2923949207,2630568658"
2923949215,"3782175773,2923949208,2209140020"
2924143717,18697393
2927784180,"191988163,36863022,36855714"
2959901670,"195276,271415805"
3002320972,"26084213,567871880"
3020982382,"3020993750,1362781029"
3020991190,"3020982382,130144281"
3020993750,3020993751
3020993751,3020991190
3046465012,2813006540
3048171911,1462054021
3066729207,8496944255
3084714716,"4032593105,3181893379"
3095792647,"26120310,569061956,3095792653"
3095792653,"26120310,26120306,3095792647"
3101723973,3101723992
3101723978,"25149522,3101723973"
3101723983,24485749
3101723986,3101723983
3101723992,"829528480,3101723993"
3101723993,
3101723996,"195232,1037257423"
3101729530,"215687070,1108937311"
3113108906,"34400269,26086277"
3150681382,"34819693,3150681384"
3150681384,"4032593105,103794965,3150681382"
3156680768,"2630568657,29980142"
3156680769,"3156680768,937080671"
3160860324,8764244747
3160860329,"27359753,27359754"
3181893379,"830280561,3084714716,3181893380"
3181893380,1029435143
3208799313,26059102
3267479470,3870641963
3302602286,"3302602287,9257186"
3302602287,3302602286
3305876674,"26340341,25622515,1468747927"
3356893209,1715948232
3393859904,195259
3393859920,"195262,195259,25719228"
3393859927,"3393859930,6091703278"
3393859930,2841904730
3404990017,143439
3446506082,"26084608,26084609"
3446506083,"26084609,3446506082"
3452410723,"25611375,7041322634"
3492837071,394573341
3552894977,"21729405,3552894983"
3552894983,"21704348,21729405"
3558474796,"83700575,25722228"
3626479005,"3626479006,8149173370"
3626479006,"10127767105,891129818"
3667334139,26084498
3683603134,"830280561,7650415492"
3727734175,"3727734177,21851032"
3727734177,269229442
3728703095,1284056769
3728703099,13445139
3760583994,"1104884206,26574295"
3770573715,"21702435,21702437,21702423"
3782175773,"2923949215,206189464"
3803779330,767485175
3803779443,"1819177538,3803779447"
3803779447,3803779443
3807653478,"33254619,33254326"
3819413983,1389703943
3824873174,"25152615,25152621"
3824873194,"25152615,3824873174"
3824873200,12192585637
3834391683,"24526417,1037257425"
3840413118,"60756023,26120446"
3842221809,"60756023,1364923622"
3846297541,"25153108,3846297548"
3846297548,25499150
3870640550,26316432
3870641963,208769091
3870641969,"208769163,3870641963"
3885678708,"25471717,4922541424"
3898532753,257513706
3898532756,"3898532753,257513247"
3904130746,"27362289,27362308"
3922348891,"192305105,3922348896"
3922348896,"3922348891,1589126699"
3923472452,"35291292,35291288"
3928535924,354721859
4002438195,"349326455,4002438198"
4002438198,"13125186951,4002438199"
4002438199,192400788
4006576959,33257061
4006576960,"4006576959,33257059"
4032593105,"3150681384,3084714716"
4034132513,"26155423,868438829"
4075536493,"8764004613,21789166"
4092061493,"1026030476,93856096"
4110265190,2813006545
4110265203,"2813006545,2813006540,32650982"
4143189207,25468215
4150019167,25611272
4194015428,165860035
4194067198,165860035
4195532425,"34819706,1029435116"
4249122124,"206189464,206273179,3782175773"
4251081829,"10087719688,26576932"
4295013306,"195241,1502674588"
4295013309,"195242,1502674588"
4308368197,"270323500,270323523"
4353903012,"4353903013,26084478,26084477"
4353903013,"4353903012,26084480"
4367136876,32533203
4384836880,"9214618,26058768"
4428355478,21992712
4428355483,"4428355484,4428355478"
4428355484,4251081829
4428355731,"25336175,195261,8866055432"
4514446555,"35441025,35441038"
4517945997,83650897
4525344025,4525344027
4525344027,"83761715,4525344028"
4525344028,"83761887,83761738"
4528925726,"10121704203,35193752"
4549502008,265783501
4549577912,4549577916
4549577916,"1555825777,1555825790,4549577912"
4549577920,1555825777
4574272209,26575616
4575488373,"2606505884,2011563454"
4576330333,7012463947
4588190126,254347900
4617186033,25622725
4617186035,"4617186036,4617186033"
4617186036,25622731
4617186038,"4617186033,4617186036"
4619742847,"324788967,35441045"
4619742908,"35960758,27179925"
4619742911,33126059
4670514771,192400787
4670515495,"767485175,83761926,84463207"
4675415571,27359754
4675415578,3160860329
4690060601,"25611424,26317293"
4692721671,252502666
4709607315,"6541872240,5770176051"
4741814127,"9213739,293177597,1586672626"
4756569058,"601393134,1360109033"
4756679790,8560978664
4756679808,"4756679810,1042501483"
4756679810,8560978659
4768526929,"26132381,26132620"
4768526930,"8897755315,4768526929"
4772130162,
4799805071,"4986903881,4799805073"
4799805073,"4799805071,4799805074,2388251442"
4799805074,"21717942,4799805073,8797918163"
4801197974,"8148780812,4827827547"
4827827546,"8148780812,8088334131"
4827827547,"4986903881,4986903871"
4827827556,"8797918163,4799805074"
4844794552,9680578368
4846538599,"2813884261,4846538600,2813884263"
4846538600,4846538599
4879722851,868450680
4892381215,"34401545,26033320,1036842321"
4894298864,"25316171,25316182"
4915696753,"1420701986,4915696754"
4915696754,"1420701981,192942533,4915696753"
4922541424,"25525378,1288817944"
4945814673,"4945814674,2441966631,4945814679"
4945814674,"828689708,4945814673,9254354610,4945814675"
4945814675,"6248153592,4945814679,4945814674,828689641"
4945814679,4945814673
4947306480,"25468227,25468226,4947306496"
4947306487,"5181464005,26084554"
4947306496,4947306501
4947306501,"4947306487,4968768578"
4962751944,354721865
4968768578,"554237881,25468227"
4985231612,
4986903871,"8088334131,4827827546"
4986903881,"4799805071,4827827547,2388251442"
5006393114,15925451
5026461629,
5118566751,"5504388559,26086124"
5181464005,"26120305,4947306496"
5257013006,1108937309
5280814362,"8814402883,8814402873,8814402884"
5298945584,34401011
5320480823,"34401545,25258521"
5383127261,"16566895,16566904"
5456383764,"5456383765,409269451"
5456383765,"93856100,1655683917,6919391600"
5504388559,5118566751
5512880808,26086114
5556994221,"32650990,2179108564"
5706947070,"24485759,24485763"
5732208557,25327129
5732208558,"5732208557,2814082596"
5732208559,"5732208558,25310856"
5732208561,"25327125,5732208559"
5770176051,27362284
5823705988,195249
5895650927,21510495
5904902397,"5904902401,8764287923"
5904902401,27359816
5947881174,"829114765,829114756,829114775"
6057029780,11216988757
6068627217,
6071660584,"2813020264,257513240,257513237"
6071682468,1682387599
6091651313,26317235
6091703278,25719228
6101118179,
6101119291,"8832666419,6101118179"
6101119293,25310908
6119410093,"1866856610,2110917290"
6135349230,"257513255,1463837288,257513257"
6142285550,"26057064,8865464538"
6162384602,"26057055,26057061,12584546884"
6162399645,6162399654
6162399649,6162399654
6162399650,"32533209,25468301,6162399654"
6162399654,"6162399645,6162399649,6162399650"
6176375685,459797864
6185336869,522100855
6185376344,"975886496,2117622742"
6185376345,"26079797,26033235"
6185376346,"26079797,6185376344,6185376345"
6239303250,"8149602176,8149579152"
6248153590,"6248153594,1562156928,6248153593"
6248153591,"4945814679,6248153592"
6248153592,"4945814675,6248153594,6248153591"
6248153593,"6248153594,6248153591,6248153590"
6248153594,"6248153592,6248153590,6248153593"
6261544707,"190131566,6261544707"
6262067560,"1993735489,25319207"
6262067564,"1993735489,25614299"
6280901389,"1856728236,15925447"
6290713370,"6290713371,2813818187,7756830105"
6290713371,"6290713370,206196133,206196131"
6290713372,"206196136,6290713373,2813818187"
6290713373,"6290713372,1389703943,206196133"
6291616343,21597584
6322684553,"1047333069,26597608,2602170153"
6326900746,"1149631806,12584546886"
6359515623,"25719228,3393859920"
6360409714,"8876604,8877429,6360409715"
6360409715,
6360409719,"8876586,8876604"
6360409723,6360409719
6360762563,"26132618,6360762569"
6360762568,6360762569
6360762569,"6360762568,6360762563,6360762571"
6360762571,"6360762578,6360762577,6360762569"
6360762576,"26132617,6360762587,6360762578"
6360762577,"6360762587,6360762571,6360762578"
6360762578,"6360762577,6360762576,6360762571"
6360762582,6360762584
6360762584,"6360762587,6360762582,6480734527"
6360762587,"6360762577,6360762576,6360762584"
6374806460,130143392
6388307988,"191918630,191918644"
6389351316,"2073912372,191918582"
6392961763,7756830105
6424443708,25471719
6480607194,26132218
6480734524,"6480734527,8811275884"
6480734527,"6480734528,6360762584"
6480734528,"6480734529,26132381"
6480734529,"26132617,26132620"
6480734541,"6817017634,8149345756,8913421862"
6480734544,"6541872240,5770176051"
6541872240,"8801809168,2066046273"
6541872243,"8798316222,27362898,27362894"
6588120227,"2853496797,7544719212"
6744047182,33257040
6817017634,"1255306647,6480734544"
6900796839,"26336566,958040717"
6918506361,"571794836,1056701798"
6919391600,"8149395025,5456383764"
6919580832,26480569
6919580833,"6919580832,7470129"
6919580835,"7470129,6919580833"
6943172513,33070179
6943172520,"34967237,6943172523"
6943172523,9249808
6943172533,"24289146,6943172513"
6943216125,"22158975,6943216130"
6943216130,"34967237,6943172523"
6990640909,25316182
6990640984,2234398946
7002003110,"25319302,1606993788"
7012463945,25310826
7012463947,"25310829,7012463945"
7041322633,"7041322634,3452410723"
7041322634,26149163
7095808873,"529913055,206189060"
7182390093,"83761800,4525344025"
7183740682,2655684442
7183785885,"12046689761,7183740682"
7183785894,"33126090,33126078"
7183785897,"33126090,7183785894"
7204776620,"206189328,206189325"
7204776623,"206189325,7204776620"
7205400947,"644880770,2320613216"
7218035845,"6091651313,25336179"
7262708541,25258545
7262708549,25258524
7262708550,"975656240,7262708549"
7274778339,"1471824481,26480357"
7275092726,"34967267,34967269"
7281044816,"1510257225,26480377"
7366562481,12649554444
7417014158,"192400916,193556734,2441966631"
7460755570,2865915271
7531586194,"7531586199,7531586196"
7531586196,303507015
7531586199,"7531586196,32650994"
7544719212,6068627217
7550893549,"434308458,2365376413"
7554999969,26480152
7554999970,
7644575043,"7644575045,26155366"
7644575045,"2865054509,7550893549"
7650415492,3683603134
7756830105,"206196117,206192596,6290713370,6392961763"
7775804351,"1819177540,193594739"
7942186731,"13046082674,2026239409"
7968562266,"9444906851,2571377366"
8023947398,26584176
8035679173,254347900
8087802997,"1028320700,27362921"
8087821651,"1957527533,1028380059,1957527551"
8087837589,"271151916,27362906,11201758005"
8087837595,"27362561,27362300,27362905,350344029"
8087899720,"8087899721,932576343"
8087899721,"1957527553,8087899724"
8087899724,"8168902698,8087899732"
8087899727,"8168902699,8087900725"
8087899732,"8168819585,8087899727"
8087900725,"8087900728,21704354"
8087900728,"21604592,8088147462"
8088147462,"25321323,7300862"
8088247480,"8088285562,21704344,21715353"
8088247481,"8088247480,21704346,21717905"
8088285556,"8088285559,8088147462,25303795"
8088285559,"8088285556,21702435,21702438"
8088285562,"8088247480,21702423,1029591870"
8088318345,"8148599279,21717929,21717928,21717907"
8088334131,"4986903871,4827827547"
8111455579,"8164417173,564766063,12296232780"
8137491713,"25610709,25611043"
8138143068,"2512682702,12672628784"
8147160894,"59654829,59654812"
8148458813,1992934964
8148599278,"21717913,8148599279"
8148599279,"8148599278,8088318345,1161960871"
8148638868,"1201354445,1201354435"
8148638869,"1201354445,21717919"
8148780812,"4827827546,8148795588,8148780813"
8148780813,"270298918,1250985279,8148780812"
8148795588,"4827827556,2388251442"
8148996574,"8148996575,8149073107,21718291"
8148996575,"8148996574,27362904,27362559"
8149051282,"27362894,8798316222"
8149073107,"8798316218,1201354425"
8149173370,"8801809168,1255306647,6480734544"
8149345756,"4768526930,6480734541"
8149395025,8814060595
8149426950,"409269451,409269452,8149426952"
8149426952,"465470622,8149426950,26132251"
8149518874,"6239303250,59654830,8149579152"
8149579152,8149518874
8149602176,"8149602179,6239303250"
8149602177,"8149606913,8149602194"
8149602179,"8149602194,8149602177"
8149602194,"8149602179,8149602176,26731883"
8149606913,"8149602177,8149666790"
8149666790,"1056701798,26289662,6918506361"
8149683531,"8794404140,25452878,571794836,21604559"
8164417159,"365117230,836850034"
8164417173,"8164417159,21717915"
8164417178,"12296232780,8111455579,21717913,2320613216"
8168819577,8173410515
8168819584,"8168819585,21702418,8087899727"
8168819585,"8168819584,21703587,8088285562"
8168902698,"8168902699,8087899732"
8168902699,"21703544,21702760"
8168902706,"8168902712,25624160"
8168902712,"8168902706,1957527551,1957527548"
8168938341,"8752288920,25471761"
8168938342,"3885678708,984186437"
8168938357,"984186436,8168938360"
8168938358,"8168938357,3885678708"
8168938359,"984186472,8168938358"
8168938360,"8168938359,654019202"
8173410515,21604596
8208789885,206192598
8210566445,"252412613,25722260"
8218182127,8218182128
8218182128,25547436
8244994756,796917509
8274304167,9499384367
8274304171,"8274304167,26052934"
8281232336,"1643908326,25470916"
8363909975,"25310870,25310864"
8393613661,"26108118,567871880,1445329952"
8399389567,"1384310580,24644383"
8461186035,2810964557
8461739677,26016372
8496944255,"25306161,25452393"
8541062634,"8541062635,195274,25321407"
8541062635,"8541062634,25451370"
8560978659,1042501547
8560978660,"4756679808,8560978659"
8560978664,"1042501547,8560978660"
8572425297,"35291702,35291569"
8576486926,"130185640,2073932342"
8578386869,215687070
8699382644,2209140020
8752288920,48880114
8752289484,"143412,8752289487,8887828392"
8752289487,21852326
8753184568,4428355478
8753184569,"8753184568,30267248"
8764004613,"27359810,4075536493,974116109"
8764154567,25499159
8764193131,"9214708,26059099"
8764216683,"95836805,600816158,600816161"
8764244747,"11917574941,2600872714"
8764287923,"2600872721,5904902401"
8771456495,"26235109,25499216"
8784777105,"26131889,8764216683"
8784789884,"8784819038,26131889"
8784819038,"8784777105,25499219"
8784931018,"26058771,4384836880"
8785553694,"25321357,195277"
8785560397,"195279,8785553694"
8788241044,"8788241046,8788241047"
8788241046,"8788241044,8788252009"
8788241047,"8788329528,34815654"
8788241048,"8788241047,8788241046"
8788252008,"8788252009,34815656,8788241044"
8788252009,"25312126,8788252008"
8788329523,"8788241048,25312133,8788329528"
8788329528,"34818667,8788329523,34815652"
8791129061,"3150681382,103794965,8791385058"
8791385058,"8791129061,1301750261"
8792993463,9214911
8794404135,"35413414,8149683531"
8794404140,"8149683531,25452887,8794404135"
8794895035,"25611003,25610743,25611043"
8797918163,"4799805074,27362559,1382784520"
8798316218,"143403,8149051282"
8798316222,"27362899,8149073107"
8801809168,"8149173370,3626479006"
8811275884,
8814060595,5456383764
8814402873,"26289593,5280814362,8814402883"
8814402883,"26084253,8814402873,1026456311"
8814402884,"26084213,8814532458,5280814362"
8814532458,"8814402884,8814622279,26084473,26084264"
8814622279,"26084264,36843098,8814532458"
8814683268,"347712111,36843098"
8814683278,8814683268
8820230151,"165860082,8814683278"
8820578231,"165860141,8820230151"
8821236057,1026456196
8821236058,"26120299,8821278639,21674915"
8821278639,"8821236057,1026456304"
8824654284,"26058766,8824654290"
8824654290,26058773
8824715202,"8824654284,3101723996"
8831416857,"21674905,277046124"
8831416864,8831416857
8831478254,"663650132,25337469"
8831478256,"8831478254,26058160"
8831659639,"26053928,26053540"
8831707916,"8831721720,26053248"
8831710981,"25306181,26053253"
8831721720,"821518051,8358135"
8831834970,8831721720
8831834972,8831834970
8831923521,"21604550,21674804"
8831923525,"8831923521,25306182"
8832666419,"26035127,26035090"
8832666439,"8832666445,25468075"
8832666445,"25468025,8832699229"
8832699229,"8832699235,25468037"
8832699235,"25468040,11074872197"
8836199010,"8838192634,25468020"
8838192634,"26294955,8838192657"
8838192657,8841218579
8841218579,25618216
8865464537,"8865464538,26057064,2383442929"
8865464538,"8865464537,13034905058,26057061"
8866055432,"4428355731,195262"
8883130215,"18697383,18697376,12192585644"
8887828392,"8887828403,8752289484,25468085"
8887828403,"8887828392,8168938360,25547440"
8897755315,"8900393129,25624139,8900710318"
8900393129,"26132243,26132246"
8900710318,"1375459149,8897755315,26132219"
8906537924,"8168938341,9214909"
8913421862,"6480734541,8913421864"
8913421863,"8913584972,8913421862"
8913421864,"8913425921,8913421863"
8913425919,"8913425921,2606839821,1790241887"
8913425921,"8913421864,8913425919,26132621"
8913468465,1790241891
8913468466,"8913425921,8913468465"
8913584972,8913421863
9218729159,"9218729160,26480401"
9218729160,959438333
9226922647,"25624670,21714981"
9254354610,4945814674
9349563081,6360762563
9362515477,"1975440395,1034922644"
9444906851,7968562266
9495381679,
9495381680,34401545
9499384367,"9499384374,25319201"
9499384374,"21674798,25719223"
9514990301,"1562156928,704420283"
9516750676,8906537924
9588081529,
9680578368,25620306
9681597415,"320914981,9681597416"
9681597416,"9681665219,9681597415"
9681665219,"26079706,26053647"
9795491531,"26731431,9795491534"
9795491533,"195236,9795491531"
9795491534,195236
9821119469,"130143392,6374806460"
9862068885,2066046273
9904861859,"26035110,12358419571"
9904861860,9904861859
9985511560,"26022624,25310859"
