node,neighbors
25632869,"1026456304,1029435020"
25634092,26057042
25719221,"1126334635,13383978"
25719223,"1042749495,25316260"
25719224,
25719225,"6744047182,4195532425"
25719228,"3393859930,3393859920"
25722214,"1967907778,26584170"
25722218,25722219
25722219,"33183165,24484855"
25722220,"33183161,25722222"
25722222,"25722223,22218377"
25722223,33250400
25722224,23666981
25722225,23667285
25722226,"25454179,16566910"
25722228,83703898
25722234,"3558474796,26729000,83703898"
25722244,"2158548111,2106958155"
25722248,"252333287,35210587"
25722257,"252412611,25722258"
25722258,25722260
25722260,"8210566445,25722261"
25722261,25722263
25722263,"25722264,35218654"
25722264,"1975440385,2244836226"
25722266,"26584156,26014319"
25722267,"26584163,11048560947"
25722288,"26023286,25722292"
25722292,"1438257885,25722293"
25722293,"26052731,21674805,26052730"
25722297,25498533
25722301,"27503213,25722302,27503214"
25722302,"27503212,25722301,829114765"
25743294,"25743300,25743297"
25743297,"26106404,26106382"
25743299,"25743297,25743300"
25743300,25743307
25743306,"26583848,1528154145"
25743307,"26106387,25743294"
25932612,"25932613,26577743"
25932613,"25310907,25932614"
25932614,"528993516,25932613"
25984648,21510486
25984655,"25984648,13256918436,21510487"
26009776,"1051082303,21510495"
26009778,"1051082303,21510491"
26009822,"26009841,26009833"
26009828,"21674897,728283326"
26009833,21674896
26009837,"26009841,26009833"
26009841,8831707916
26009843,"26009844,249717498"
26009844,"21674898,26009843,26009828"
26012483,"13256918436,82527987,10313185231"
26014245,"26016372,1764264890"
26014319,"25722266,27503201,27503194"
26016372,"26014245,959373357"
26016378,"26583682,26583691"
26022619,12568521907
26022624,"25310859,26022619"
26022694,270473915
26023286,3020993750
26027222,"8831923525,26027230"
26027224,"25306185,26027222"
26027230,26027231
26027231,"26027232,26027233"
26027232,"25319255,264496809"
26027233,"26027234,26027239"
26027234,"26027239,11280341450"
26027237,"2483668732,11280341450"
26027238,"26027237,26027224"
26027239,26027224
26033233,"26033312,9495381679"
26033234,"26079789,26033233,26033235"
26033235,26033310
26033310,26033311
26033311,"26033312,26033234,26033321"
26033312,26033320
26033313,"26033460,25258759"
26033320,"26033321,4892381215"
26033321,"26033322,26033320"
26033322,"362076524,26033321,26033310"
26033323,"6185376345,26033310"
26033324,"2117622744,362076524,975886496"
26033460,"26027238,2659801362"
26035007,"26035018,26035008"
26035008,"13176425186,26035009"
26035009,"26035015,25310866"
26035011,"26035008,26035009"
26035014,1368366564
26035015,26035014
26035018,26035256
26035040,"25310913,26035014"
26035063,"378175582,1368366566"
26035070,"26035063,1778350879"
26035090,9904861860
26035103,"9904861860,26035127"
26035104,"26035110,26035090"
26035106,25310893
26035110,"1368366540,26035111"
26035111,26035103
26035127,8832666439
26035131,"26035070,1368366537"
26035256,25618206
26052730,"4894298864,25495339"
26052731,"26052732,26052730,25722293"
26052732,"26052731,746310128"
26052934,25615380
26053016,9499384374
26053248,"8831834970,26053249"
26053249,"8831834972,8831710981"
26053251,"26053249,26053252"
26053252,"26053540,26053928"
26053253,"26053251,26054495"
26053540,"26079777,26053252,26053570"
26053570,"1036025279,26054495"
26053647,1036025279
26053928,"8831707916,26009822"
26053988,8831659639
26054495,21604549
26054497,"25319261,265809740"
26057008,26057009
26057009,"26054497,821517829"
26057013,21674901
26057042,"26079690,26057043"
26057043,9681597416
26057055,"6162384602,2117622744,2097815265,2069548756"
26057061,"8865464537,6162384602"
26057064,"26317236,7218035845"
26057069,"26079652,6142285550"
26057083,26057069
26057084,"26057083,26079654"
26057085,"26317229,26057084"
26057106,"26317234,26316429,26057085"
26057109,"48830472,2672660419"
26058145,"26058150,26058147"
26058147,"26058160,8831478254"
26058148,"26058147,26058159"
26058150,"26058165,26058148"
26058151,"26058153,26058150"
26058153,"8831416857,26058145"
26058158,"26058145,8831416864"
26058159,"663650206,26058687"
26058160,"26058174,26058159"
26058163,"8831478256,26079757"
26058165,26058168
26058168,"26058151,8824715202"
26058174,"26058664,26058687"
26058651,"26058685,12506959804"
26058652,"26058174,8831478256,26079757"
26058664,"26058685,663650234"
26058685,26058652
26058687,195282
26058690,21674903
26058712,"26079753,21674900"
26058766,26058767
26058767,"25451998,195234"
26058768,"25451872,26058769"
26058769,"26058767,26058770"
26058770,"26058766,8824654290"
26058771,"26058768,26058770"
26058773,"26058771,611630141"
26058917,3208799313
26058935,26058937
26058936,"26058935,8764216683"
26058937,"26058936,8784777105"
26058994,612951571
26058995,26058994
26059099,8764154567
26059102,"2485984756,25499159"
26059180,"195237,26059183"
26059183,"26059186,26059198"
26059185,"26059180,26059186"
26059186,"21604533,25153074"
26059198,25153071
26059219,195235
26059236,"195235,25450967"
26059302,195251
26064143,26064162
26064162,6262067564
26079652,26079653
26079653,"26079654,26057083"
26079654,"2587460577,26079655"
26079655,"26316513,26057085"
26079656,"26079652,6142285550"
26079689,"26079690,25634092"
26079690,"26079691,26079697"
26079691,25306160
26079697,25452392
26079703,"26079704,26079707"
26079704,"26053647,26079706"
26079706,1463826439
26079707,26053988
26079753,"26053988,26079703"
26079754,26058712
26079755,195252
26079757,26079755
26079777,26053540
26079788,"34401979,26079789"
26079789,"25175805,26079788"
26079790,"25175798,26079788"
26079797,25175805
26084211,"26084482,26084473,26084474"
26084213,"3002320972,8814402884,26084476"
26084253,"35964716,25452874,8814402883,26084258"
26084258,"25452884,26084253,25468301"
26084261,"26084264,26108002,35964716"
26084264,"8814532458,26084261,10982790033,8814622279"
26084472,"26084473,324281474,26084474"
26084473,"26084211,35496110,26084472,8814532458"
26084474,"2429781612,26084472"
26084475,"567871885,26084476,26084477,567809298"
26084476,"26084475,26084213,26084211"
26084477,"4353903012,26084482"
26084478,"26108006,4353903012,4353903013"
26084480,"26084474,26084482"
26084482,"26084477,26084211"
26084483,"567871889,26084484,567871885"
26084484,"26084485,26084483"
26084485,"26084484,26084498"
26084497,"26084498,21674913,653293588"
26084498,"3667334139,26084497,26084485"
26084554,3667334139
26084596,"26120311,26084661,26084597"
26084597,"26084660,26084596,26120306"
26084598,"26084599,26084660,637043151"
26084599,26084601
26084600,"637043151,26084599"
26084601,26084603
26084603,"26084604,26084600"
26084604,"26084609,26084605"
26084605,26084600
26084606,"637043151,26084608,26084605"
26084608,"26084606,26084719,653293588,3446506082"
26084609,"3446506083,26131887"
26084660,"26084598,26084661,554237881"
26084661,"600816158,26084660,26084596,26084601"
26084716,3446506083
26084717,"26084716,26084718"
26084718,"26084719,569050672"
26084719,"26084716,26084608,26084718"
26086114,"26086115,5504388559,5512880808"
26086115,"26086114,26086120"
26086116,"25468066,11216988757,26086123"
26086117,"208769279,26086123,26086122,26086118"
26086118,"26086121,26086119,26086117"
26086119,"26086118,26086120"
26086120,"25468067,26086119,26086115"
26086121,"48833743,26086122"
26086122,"26086117,26086128"
26086123,"26086116,26086117"
26086124,"80311393,26079656,26086126"
26086126,"48833748,26086124,26086127"
26086127,"26086126,26086128,2587460578"
26086128,"208769112,26086127,26086122,26086129"
26086129,"26086128,2587460577"
26086130,208776568
26086273,"1775489087,34400269"
26086277,"3113108906,26086273,26033321"
26086284,26086286
26086286,"26086288,26086306"
26086288,"26086303,500434722"
26086303,25175743
26086306,"2628204947,26086286"
26086307,26086306
26106297,"959373357,1029524866"
26106298,"26583850,26106297,25743299"
26106382,"26106405,26106384,26583882"
26106384,"25743294,26106387"
26106387,26106397
26106397,
26106403,"25743299,26106297"
26106404,26106403
26106405,26106404
26106447,"26480144,26480120"
26106449,"26106447,26106488"
26106451,"959373467,273216489"
26106468,"26106473,26106447,730804047"
26106473,"25722214,26106475"
26106475,"26106481,8023947398"
26106481,26106468
26106485,
26106486,26106487
26106487,26106489
26106488,"8023947398,26106481"
26106489,"26106485,26106488"
26106542,"26106475,26584176,26584172"
26108000,"25468301,25468304,26108002"
26108002,"26084261,10313783746"
26108005,"1026456214,26084484,21674913"
26108006,"26084478,1026456214"
26108118,"26120302,26289594,8393613661"
26108120,"26058151,8824715202"
26115841,"639533061,26108118,26115845,26120302"
26115845,"26115841,283325403,26115853"
26115853,"26289584,26115845,26115859,26289662"
26115859,"26289581,26115853,25452887"
26120299,"324281474,21674914"
26120302,"283325404,26108118,26115841,1445329952"
26120305,"26084498,5181464005"
26120306,"3095792653,26084597,569061956"
26120310,"3095792653,26120311,3095792647"
26120311,"26120310,1108937311,26084596"
26120446,"3840413118,601393122,1360109031"
26120760,"26731906,2830801687,2830818457"
26125366,"565375197,2026239409"
26131883,"25622551,21674908"
26131887,"21674910,26131888"
26131888,"21674907,25451862"
26131889,26131890
26131890,"26131888,26131887"
26131895,195256
26132210,"26132212,26132251,984186416"
26132211,"984186416,25471730"
26132212,"26132216,26132211"
26132216,26132217
26132217,"6480607194,26132220"
26132218,"26132219,26132256,1375459139,6480607194"
26132219,"26132220,8900710318,26132218"
26132220,"26132221,11344923672"
26132221,"26132211,26132216"
26132242,"26132221,8900710318"
26132243,"26132242,25471728"
26132246,"25624146,25624139,26132247"
26132247,"25624145,25624058"
26132251,"409269455,8149426952,26132210"
26132256,"465470622,26132218"
26132381,"8811275884,1375459139,6480734528"
26132617,"2606839823,6480734529,6360762576"
26132618,26132619
26132619,1365357449
26132620,"8913425919,26132621"
26132621,"6480734541,4768526930"
26149140,"624172886,26149146"
26149141,"26149140,25611366"
26149142,"26149160,26149157"
26149143,"624172874,11339589713"
26149144,"26149145,624172874"
26149145,"26149146,26149147"
26149146,26149143
26149147,"26149149,26149148"
26149148,624172886
26149149,"26470491,12587706741"
26149150,"26470490,26149145,26149149"
26149151,"26149144,26149150"
26149152,26149144
26149153,"26149156,26149152"
26149154,26149153
26149155,"26149165,26149174,26149154"
26149156,26149158
26149157,"26149152,26149156"
26149158,"26149154,26149165"
26149159,"26149156,26149160"
26149160,26149161
26149161,"26149167,26149141"
26149163,864608478
26149164,"7041322633,26286696"
26149165,"2865000885,26149166"
26149166,"26149170,26149172"
26149167,26149163
26149170,"26149166,26149155"
26149171,"26149170,26149173"
26149172,"26155375,26149171"
26149173,"26149174,26149171"
26149174,"26149151,26149155"
26155366,"26155367,26155369"
26155367,"26155380,1383027249"
26155368,"26155367,26155369"
26155369,365086531
26155370,"7644575043,26155402"
26155372,"26155378,26155368"
26155373,"26155372,365086537"
26155374,"26155419,26155373"
26155375,"26155376,26155374"
26155376,"26155372,26155377"
26155377,26286695
26155378,26155377
26155379,"26155378,26155368"
26155380,"26155379,26317393,325772567"
26155381,"868438829,26149171"
26155382,"26155419,26155373"
26155402,"26155382,26155475"
26155419,4034132513
26155421,"26155382,26155423"
26155423,"26155424,26155514"
26155424,26155381
26155475,26155484
26155484,"26155498,26155540"
26155498,26155421
26155514,"26155528,26155423,26155538"
26155528,"26155541,26470078,26155514"
26155538,"26155514,26470389,26464320"
26155540,"26464323,388568803"
26155541,"26155424,26149173"
26235109,"26058935,25499220"
26286689,26155379
26286690,"26286694,26286689"
26286694,"251069553,26286762"
26286695,"26286694,26286689"
26286696,"26149172,26286695"
26286759,"3452410723,251069553"
26286760,"1383027258,25611395,52564033"
26286762,1383027258
26289489,"1026456311,25452874,35413414"
26289580,"25452888,598174281,26289581"
26289581,"598174386,26289694,26115859,26289580"
26289584,"26115853,639533077,598174386"
26289590,"639533077,26289594,598174281"
26289593,"570764061,26289594,8814402873"
26289594,"26108118,26289590,26289593"
26289662,"21604576,8149666790"
26289694,"26289581,25452887,25452888"
26290948,26295043
26291349,"376961302,376378078"
26294955,"1678246930,26290948"
26295043,"1678246930,25468019"
26314979,"8434031,1555825790,9249417"
26315034,"25618214,8838192657"
26316429,26057109
26316432,26316433
26316433,26086130
26316513,"26086130,26316429"
26317207,"26125366,26317209"
26317209,"26317228,26317207"
26317212,"26317242,26317248,26317209"
26317214,7942186731
26317228,26317229
26317229,"26317214,26317207,26317233"
26317233,"26057084,25611760"
26317234,"26057106,26317228"
26317235,25611760
26317236,"26057069,26317235"
26317242,"459797864,25611428,26317212"
26317246,"1682387619,26317248"
26317248,"565375197,26317212"
26317254,25611428
26317257,1368674799
26317293,"13045357050,25303841"
26317310,"26317313,26317315,25611411"
26317311,26317313
26317312,26317313
26317313,"26317310,26317312,26317311"
26317315,26317310
26317318,25611409
26317341,2864952654
26317345,25611404
26317392,"2864952654,25611408"
26317393,26155380
26317396,25611400
26336370,"26336371,26336375"
26336371,"26336379,26336370"
26336372,"26336371,26336373"
26336373,26336372
26336375,26336526
26336376,"26336370,26336375"
26336379,"6900796839,26336376"
26336526,"26336376,26723896"
26336566,"26336372,27504186"
26336843,26336844
26336844,"26336843,26336847,26336845"
26336845,26336844
26336847,"26336854,26336844"
26336854,"26336919,2260904703"
26336918,22146035
26336919,"26336918,26336921"
26336921,"2260904703,26336919"
26340341,"3305876674,1126341696"
26463665,"26470098,624172842,26463666"
26463666,"26464258,26463665,26463669"
26463667,"26470389,26464320,11432105605"
26463669,"26464261,26463666,11432105605"
26464252,"365117223,26464271,365117230"
26464253,"26464299,26464260"
26464254,"26464253,26464259"
26464255,"26464254,26464256,25610709"
26464256,"25611037,26464255,48808296"
26464257,"26464258,48808296,624172842"
26464258,"26463666,26464259,26464261"
26464259,"26464258,26464256,26464254"
26464260,"26464261,26464253,26464259"
26464261,"26464265,26463669,26464260"
26464265,"26464315,26464269"
26464269,"26464299,26464260,26464265"
26464270,"26464316,26464271,26464313,26464269"
26464271,"26464270,26464252,26464312"
26464299,"26464252,26464269"
26464311,26464312
26464312,"26464313,26464271"
26464313,28973822
26464314,"26464316,26464322,28973822"
26464315,"26464316,26464320"
26464316,"26464315,26464270"
26464319,"29003880,26464323,388568803,26464321"
26464320,"26464319,26464315,26155538"
26464321,"29003880,26464319,26464322"
26464322,"29003879,26464321,26464314"
26464323,325213175
26470078,"52561455,26155528,26470082"
26470080,"26470085,26470082,26470091"
26470082,"26470088,26470080,26470078"
26470085,"26470086,25611153,26470080"
26470086,"26470085,26470087"
26470087,25611156
26470088,"26470082,26470091,26470089"
26470089,"26470090,26470092,26470088"
26470090,"26470094,26470089,26470093,26470091"
26470091,"26470107,26470088,26470090,26470080"
26470092,"325772328,26470089"
26470093,"11432105604,26470090"
26470094,"26470090,26470098,26470110"
26470098,"26470093,26463665,26470094"
26470107,26470091
26470110,26470094
26470113,26470098
26470389,"26463667,26470092"
26470490,"52561460,26149150"
26470491,"26470490,25611158"
26475233,
26475237,"26475233,83761896"
26475240,"7182390093,26475248"
26475248,26475858
26475855,"26475237,206193017"
26475858,
26480120,"1471824481,26480357"
26480136,26480120
26480144,"26480146,26480136,7554999970"
26480146,"7554999969,7554999970"
26480152,"26480365,26480136"
26480182,2283399575
26480357,"273218195,1845251154"
26480360,"7469501,959373323"
26480365,175379380
26480367,"1032776486,26740270"
26480370,"26480371,26583884"
26480371,26480372
26480372,26480375
26480375,26480376
26480376,7281044816
26480377,"26583871,6919580832"
26480401,"195222,9218729160,26584185"
26480569,"26480401,4574272209"
26480607,"959438333,1037257442"
26570167,"25303800,2865089011"
26570169,"25303803,26155402"
26574293,26574295
26574295,"1104884206,270323500,26574293"
26575615,4574272209
26575616,"1037257431,195231"
26575622,3101723973
26575623,26575622
26576932,"12148021235,4251081829"
26576955,12192585644
26576962,"2097815265,2117622742,26576963"
26576963,"25175819,26576962,6185376344"
26577743,"254581990,6326900746"
26583682,26583691
26583684,"26583685,26583687"
26583685,158244562
26583687,"26583685,26583688"
26583688,"26583682,26583687"
26583690,47147250
26583691,10107576270
26583848,"26583853,26480375"
26583850,"26583848,26480376"
26583853,"959373377,26480372"
26583858,"959373377,26583884,5026461629,26480371,26583890"
26583871,"13386535553,1167755955"
26583876,"26106487,26583879"
26583879,"26583882,26106405,26584182"
26583882,"1933378821,26106487"
26583884,"1468502076,26583890,26583858"
26583890,959373498
26584156,"25722267,26584157"
26584157,"26584160,26584158"
26584158,"25620809,26584159"
26584159,"35216590,9362515477,26584160"
26584160,26584161
26584161,2244836226
26584163,"26584164,270492135,25722267"
26584164,26584158
26584165,"270492131,25620809,26584164"
26584169,"11048560947,26584163"
26584170,"26584172,26106542"
26584172,"26584169,26106542,26584179"
26584176,26584178
26584178,"26584179,26583876"
26584179,26584182
26584182,8461739677
26584185,21597808
26584186,"26584185,1167755955"
26597593,"2372905206,2457757385"
26597597,"324458557,2372905137,2372905206"
26597601,"2230337405,1044597132,1837379429"
26597608,"192058895,1837379429,6322684553"
26723896,"26723981,1049498000"
26723981,"26723896,26336847"
26726769,"868450830,35216591"
26728929,"13176502891,83650693"
26728992,"2789756669,13124693229,26728929,4514446555"
26729000,35335890
26729010,"13124693225,35335880"
26731428,"26731437,25451982"
26731431,"26731441,26731428,25451970"
26731434,"25451999,26731437"
26731437,9795491533
26731441,9795491534
26731883,"35417514,8149602194,26731890"
26731890,"26731893,35417512"
26731893,8149606913
26731906,2830818457
26740258,"62026451,1316035137"
26740270,1471827643
26740271,4879722851
26740272,"26740271,4879722851"
26740276,35291291
26740277,2606641709
26740278,"26740277,26740258"
27175446,2107157624
27179925,"33122290,27179926,4619742908,33122291"
27179926,"21510488,21510489"
27359745,"27359746,25549077,25549075"
27359746,21604585
27359753,"4675415571,600873562"
27359754,27359824
27359810,"27359813,974116113"
27359813,4675415571
27359816,"27359819,8764004613"
27359819,"27359824,27359813"
27359824,25549076
27362270,"27362271,27362279,27362278"
27362271,"27362270,27362294"
27362272,"27362273,27362277"
27362273,"27362272,4756679810"
27362277,"27362278,27362271"
27362278,"27362277,27362273"
27362279,27362270
27362283,"27362284,4709607315"
27362284,"33225458,1351112937"
27362287,"27362306,27362289"
27362288,"27362287,1351112938"
27362289,"27362290,27362299,3904130746"
27362290,"27362289,350344029,27362288"
27362293,"27362294,27362270"
27362294,"27362293,27362296"
27362295,27362293
27362296,"27362295,27362298"
27362297,"27362298,27362295,1335415625"
27362298,"27362297,27362300"
27362299,"27362300,27362304,27362297"
27362300,"27362299,8087837595,27362290"
27362302,1335415566
27362304,27362299
27362306,11019596533
27362308,27362306
27362558,103771069
27362559,"27362911,270298917,8797918163"
27362561,"27362911,8087837595,27362904"
27362894,"8801809168,6541872243,25624666"
27362898,"564782189,27362903,6541872243"
27362899,"27362901,27362900"
27362900,"27362901,8148996575"
27362901,"27362898,27362900"
27362903,"27362904,1335415655,27362898"
27362904,"8148996575,27362903,27362561"
27362905,"27362296,27362917,27362906,8087837595"
27362906,"8087837589,27362905,1297007330"
27362911,"27362559,27362561,270298916"
27362912,11414276914
27362913,"1335415610,27362912,1297007321"
27362917,"1297007321,270298919,27362905"
27362921,"11470215275,8087802997,458892770"
27362922,"25624141,8149345756"
27487299,"8788329523,34818667,712926919"
27499918,"33122295,25115182"
27503186,"252333899,27503189"
27503188,"27503195,27503198"
27503189,27503188
27503190,"27503186,27503189"
27503194,27503190
27503195,"27503194,27503188,27503198"
27503198,"27503200,27503195"
27503200,"1777530528,27503198,27503201,27503205"
27503201,"27503200,26014319,27503205"
27503202,26014319
27503205,27503202
27503208,"27503209,34815653"
27503209,"27503208,34815656,27503211,27503216"
27503211,"2837925614,27503209,27503213"
27503212,"2837925614,25722302,27503213"
27503213,"25722301,27503211"
27503214,"831557317,25722301"
27503215,"27503214,27503213"
27503216,27503215
27504185,"10241846466,27504189"
27504186,"25632290,10241846466"
27504189,"1275888709,1051082321"
28973822,26464314
29003879,26464315
29003880,29003879
29006600,"21604592,21702418"
29083975,"29083979,35495876,2429781615"
29083977,"25622726,29083978,25622725"
29083978,"21674913,29083977"
29083979,"29083975,13289372527,29083978,562894729"
29980115,"29980173,130110242,129940286,83700539"
29980119,"206189067,206189057,206189058"
29980138,"2439485670,206188664,206189060"
29980142,"3156680768,29980178"
29980154,"270323500,29980168"
29980159,"192305024,192305011"
29980168,"29980185,192305026"
29980173,"2439485670,129940286,29980115"
29980178,"206189316,206189057,29980142"
29980185,
30267248,"4428355484,8753184568"
31917854,"191918601,191988393,322191108"
31922915,"2441147803,31922945"
31922933,2441147825
31922935,"31922933,324451947"
31922945,252466535
31922947,"2441147803,31922945"
31923923,"35213504,35210587,35213496,35213502"
31923933,"31923945,253871330,35213557"
31923945,"35222916,868450830,31923933"
32533201,"32533203,25468305,25468301"
32533203,"1544580676,32533201,568297644,4367136876"
32533209,"568297644,6162399650,32533212"
32533210,"165860051,32533212"
32533212,"568297644,32533210,32533209"
32619435,13260838645
32650339,"35335888,13123162011,32650340"
32650340,"35335883,83650891,32650339"
32650350,"83650686,83650900,1715948234"
32650982,"4110265203,83657546,2813006545"
32650990,"5556994221,32650991"
32650991,"32650992,13445139"
32650992,"32650994,32650993"
32650993,"32650994,7531586199,331362187"
32650994,"32650997,303507015"
32650997,"32650992,32650991,32650990"
32651003,"331362187,7183785885"
32651006,"12046689761,32651003,12046689741"
33065949,"33066088,80311393,13034905058"
33066088,"33066313,25468073"
33066313,33065949
33070179,6943172520
33116036,"33116037,24289066"
33116037,"24289061,12254593748"
33116453,492150252
33116457,"13019630297,8434031"
33118776,"13019630297,33122286,8434031"
33118781,33118782
33118782,"33118781,33116457"
33122282,"33122285,8434042,21510489"
33122285,33118776
33122286,"33122285,33122291,33118776"
33122290,"33122291,27499918"
33122291,"27179925,33122286"
33122295,"27499918,33116453"
33122297,"33148287,25115153"
33124063,2074708220
33126059,"832449681,13203497044"
33126077,"2772382420,257513236"
33126078,"33126089,33126081"
33126081,"33126085,257513701,11416701494"
33126085,"33126081,1539951654,33126089"
33126089,"7183785894,33149128"
33126090,"2655684456,2655684458"
33148254,"412247882,33148258"
33148258,"12046689741,33148254,33148264"
33148264,33148258
33148287,33148254
33149128,"7183785897,33149204"
33149204,"33149128,1382687432,9213756,1605115630"
33149209,"33149220,1605115630,2462509544"
33149220,"7394910,33149209,33149225"
33149225,33149220
33183161,"25722219,25722218"
33183165,25722220
33183235,"25722225,23667198"
33183236,33183235
33225458,8913584972
33225462,9349563081
33225463,"33225462,33225464"
33225464,"9349563081,33225462,2606839819"
33250396,23667059
33250398,24484928
33250399,"22218513,25722224"
33250400,"33250399,22218474"
33251970,22147748
33252014,33251970
33252022,1106667365
33252034,"33256996,33252061"
33252061,"33252014,5383127261"
33252250,"33252022,33252014"
33252315,"33252022,33251970"
33252353,"33252034,1029506954"
33254090,33252353
33254326,25248947
33254619,33255454
33254622,"831557378,33254619"
33255445,"16566907,33255466"
33255454,"33255445,33255466"
33255466,1106667340
33256991,"4006576960,33256994"
33256994,"33256996,1029506954"
33256996,"33252034,1126341696"
33257040,"13383951,26575623"
33257059,25312121
33257060,"4006576959,16564357"
33257061,1787648748
34235997,"34235998,143417"
34235998,"21510475,21595835"
34385819,"1297040313,25327145"
34385820,"34385822,25327144"
34385822,25310887
34385832,"34385840,1297040320"
34385840,"528993508,1026166670"
34387221,"2483668732,2290246566"
34389257,"26027238,2659801362"
34400264,"5298945584,3113108906,26033313"
34400269,"3113108906,34400264"
34401011,"25258741,4892381215"
34401545,"5320480823,34401979,9495381680"
34401979,"25258525,34401983"
34401983,"34401987,26079790"
34401987,"25306034,34402383"
34402214,"25174163,1987812136"
34402383,"26086284,34402214"
34648986,"34648988,1367543931,25470101"
34648988,34648986
34815650,"34815652,34818667,829114756"
34815652,"34815654,8788329528,829114764"
34815653,"34815656,8788241044"
34815654,34815653
34815656,"8788252008,27503209"
34818667,"34815650,831557303,27487299"
34819693,"3181893380,34819704"
34819704,"34819706,1029435143"
34819706,"1029435116,16564364"
34819707,"34819715,16564365"
34819712,6744047182
34819715,34819712
34820016,34819707
34820017,"12385083532,34820019,1085295539"
34820019,12385083532
34820048,103794965
34967237,"34967240,9249817"
34967240,"34967253,34967237,265783501"
34967253,"34967240,34967289"
34967267,34967276
34967269,"34967274,34967267"
34967273,"1126334642,22145874"
34967274,34967273
34967276,34967274
34967289,
35193752,"831557378,35193761"
35193761,35193764
35193764,35193767
35193767,"26575623,16564353"
35210583,"998859048,12616427837,35213496"
35210587,"998859048,25722248,31923923"
35213496,"35210583,31923923"
35213497,"35213506,35213507"
35213500,35213496
35213502,"35213504,31923923,2502213116"
35213504,35213500
35213506,"35213507,1513320537"
35213507,35213500
35213513,"35213527,35213497"
35213518,35213521
35213521,"35213539,35213513"
35213523,"35213518,35213513"
35213527,"35213528,35213513"
35213528,"35213527,254772375"
35213535,"35213539,31917854"
35213539,35213547
35213543,"243089519,35215586"
35213544,35213535
35213547,"35213548,35213558,35213544"
35213548,"243089519,35213543"
35213557,"253871314,35213560"
35213558,"35213560,253871255"
35213560,"35213562,35213548,35213557"
35213562,35222919
35213564,"253867585,35213543,35213565"
35213565,"35213562,35213564"
35215561,"35215562,191988415"
35215562,"35215578,35215563,35215561"
35215563,"191988408,35215565,35215562"
35215565,"35215582,35215566,35215563"
35215566,"1513320567,35215565"
35215575,"1234187568,243092180"
35215576,"35215575,35215586"
35215578,"35215581,35215576"
35215580,"35215581,35215576"
35215581,"35215582,35215563"
35215582,"35220554,35215580"
35215586,"35215576,35221958"
35216586,1340052119
35216590,"1034922644,26584159,1340052119,35216591"
35216591,"1034922644,35216590,26726769"
35218653,"1975440395,35218660"
35218654,35218653
35218655,35218684
35218660,"35218654,35218655"
35218661,35218666
35218663,"35218661,26726769"
35218664,"35218667,254347900,494425777"
35218666,"2356827774,35218674"
35218667,35218664
35218674,"254348000,35218663"
35218684,"8210566445,25722261"
35218687,"35218688,254346821"
35218688,"35218664,35218684"
35220554,"35221948,35215566,1485142477"
35220563,35220564
35220564,"35224286,35224310"
35221946,322191190
35221948,"35221946,35221952"
35221952,35221948
35221958,"35221969,35221946"
35221969,"35291579,253852358"
35222916,"35222919,31923945"
35222919,"35222972,35222916"
35222952,"253868084,35213565"
35222969,"35291577,993523742"
35222972,"35222978,35224300"
35222978,"8572425297,35222916"
35224285,"35224286,35220563"
35224286,25478602
35224293,"35224303,529122835,253868661"
35224300,35222969
35224303,"35224293,35224300"
35224308,"35224310,25478602"
35224310,"35291288,35224308"
35291282,"868450596,35291293"
35291288,"35224310,3923472452,35291289"
35291289,35291288
35291290,26740271
35291291,"35291294,35291290"
35291292,"35291290,35291294"
35291293,"35291292,3923472452"
35291294,35291297
35291297,"3923472452,252466530"
35291569,"35224303,8572425297"
35291571,"35291569,35291575"
35291572,"35291696,35291574"
35291574,"35291698,35291579"
35291575,"35291571,240467585,529136501"
35291577,"35291579,35291575,35222969"
35291579,"35291574,35291577"
35291696,"35291572,35291698"
35291698,"1171868956,35291574,35291696"
35291702,"1472874878,35291571"
35335878,"83650775,13176502896,13176504302"
35335880,"130110237,26729010"
35335883,"32650340,83761731"
35335888,"349326546,32650339,83761731,349326455"
35335890,"82654500,83700573"
35335891,"83650865,35393053,12439930987"
35393046,"35393050,2501428230,83690514"
35393050,"83650876,35393046,35393053"
35393053,"324805474,35441014,35335891,35393050"
35413414,"25452878,8794404135,26289489"
35417512,35417514
35417514,"2830818457,26731883"
35441009,"324788955,35441016"
35441011,"35441012,35335891"
35441012,35441015
35441014,"83690520,35441012"
35441015,"35441009,35446276"
35441016,"82654499,35441009,82654500"
35441025,"35441031,35441016"
35441031,4619742847
35441038,35441044
35441044,35441025
35441045,"35441038,35441044"
35446276,"82654496,83690520"
35495876,"10100374433,29083975"
35496110,26084473
35516374,"47147250,195228"
35678468,"25312144,35678668,712926919"
35678578,"25312126,25312129"
35678579,"25312127,35678578"
35678580,"25312134,35678579"
35678668,"35678580,25312136,25312133"
35960757,"832449658,21510488"
35960758,"832449690,35960757,4619742908"
35964716,"26084253,26084261,1102932059"
36163534,"8209560,1577020309,361643451,2084363829"
36843098,"8814622279,8814683268"
36855706,"1513320571,987974102"
36855707,"36855706,1171869035"
36855714,"2927784180,1513320567"
36863014,"36863018,130185637,191918624"
36863018,"36863014,10977638586"
36863022,"10215727016,191988425,2927784180"
47147250,195228
48808296,"25611040,26464256,26464257"
48830472,"208769069,55475052"
48833743,"48833748,26086127"
48833748,26086119
48837735,25468037
